valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2021-W24,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,700.8,37193.3,2472,37.64,0.57,43.3,rising,TRUE
consultations,2021-W24,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,95.3,45641,2732,6.57,0.11,5.9,stagnant,TRUE
consultations,2021-W24,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,37.8,38836,2265,2.57,0.04,2.3,stagnant,TRUE
consultations,2021-W24,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,79.5,31438,1659,9.54,0.18,4.9,stagnant,TRUE
consultations,2021-W24,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,668.7,57585.7,3316,26.05,0.45,41.3,stagnant,TRUE
consultations,2021-W24,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,38.1,14504.7,1141,6.89,0.09,2.4,stagnant,TRUE
consultations,2021-W24,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W25,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,703.5,211308.5,12823,8.05,0.13,100,falling,TRUE
consultations,2021-W25,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,109.1,34130.5,2290,5.86,0.09,15.2,falling,TRUE
consultations,2021-W25,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,154.7,46923.7,2838,10.66,0.18,21.6,rising,TRUE
consultations,2021-W25,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,36386.2,2135,0,0,0,falling,TRUE
consultations,2021-W25,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,30.5,27315.7,1454,3.66,0.07,4.3,falling,TRUE
consultations,2021-W25,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,423.3,54567.2,3153,16.49,0.29,59,stagnant,TRUE
consultations,2021-W25,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,11985.2,953,0,0,0,falling,TRUE
consultations,2021-W25,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W26,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,820.6,191622.3,11692,9.39,0.15,100,stagnant,TRUE
consultations,2021-W26,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,59.9,31102.5,2116,3.22,0.05,7.3,falling,TRUE
consultations,2021-W26,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,70.1,41408.9,2529,4.83,0.08,8.5,falling,TRUE
consultations,2021-W26,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,46.5,31620.2,1871,3.16,0.05,5.7,rising,TRUE
consultations,2021-W26,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,120.4,27678.6,1488,14.45,0.27,14.6,rising,TRUE
consultations,2021-W26,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,405.8,50599.9,2952,15.81,0.27,49.3,stagnant,TRUE
consultations,2021-W26,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,120.2,9212.2,736,21.71,0.27,14.6,rising,TRUE
consultations,2021-W26,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W27,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,977.9,196573.6,11613,11.19,0.19,100,rising,TRUE
consultations,2021-W27,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,130.5,28525.4,1874,7.01,0.11,13.5,rising,TRUE
consultations,2021-W27,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,138.3,41966.2,2470,9.53,0.16,14.3,stagnant,TRUE
consultations,2021-W27,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,48.9,30107.9,1727,3.32,0.06,5,stagnant,TRUE
consultations,2021-W27,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,59.9,27834.3,1445,7.19,0.14,6.2,stagnant,TRUE
consultations,2021-W27,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,544.5,56585.3,3204,21.21,0.37,56.1,rising,TRUE
consultations,2021-W27,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,47.9,11554.4,893,8.65,0.11,4.9,stagnant,TRUE
consultations,2021-W27,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W28,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1856.1,193043.7,10314,21.24,0.4,100,rising,TRUE
consultations,2021-W28,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,185.1,30176.2,1772,9.94,0.17,10.4,rising,TRUE
consultations,2021-W28,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,359.4,40364.3,2116,24.77,0.47,20.1,rising,TRUE
consultations,2021-W28,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,159.1,27749.2,1427,10.81,0.21,8.9,rising,TRUE
consultations,2021-W28,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,129.7,25693.1,1195,15.57,0.33,7.3,stagnant,TRUE
consultations,2021-W28,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,799.4,54600,2796,31.14,0.61,44.8,rising,TRUE
consultations,2021-W28,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,153.1,14461,1008,27.66,0.4,8.6,rising,TRUE
consultations,2021-W28,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W29,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1997.7,192487.1,9124,22.86,0.48,100,stagnant,TRUE
consultations,2021-W29,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,176.1,31722.3,1641,9.46,0.18,8.9,stagnant,TRUE
consultations,2021-W29,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,280.9,41328.5,1872,19.36,0.43,14.3,stagnant,TRUE
consultations,2021-W29,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,132.1,33444,1521,8.97,0.2,6.7,stagnant,TRUE
consultations,2021-W29,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,310,24183.8,1007,37.21,0.89,15.8,rising,TRUE
consultations,2021-W29,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,894.1,45934.3,2104,34.83,0.76,45.4,rising,TRUE
consultations,2021-W29,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,174.4,15874.1,979,31.5,0.51,8.9,rising,TRUE
consultations,2021-W29,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W30,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,734.9,190156.1,7738,8.41,0.21,100,falling,TRUE
consultations,2021-W30,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,129.8,28696.5,1275,6.97,0.16,20.2,falling,TRUE
consultations,2021-W30,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,207.6,41940.4,1594,14.31,0.38,32.3,falling,TRUE
consultations,2021-W30,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,71.1,41376.8,1672,4.83,0.12,11,falling,TRUE
consultations,2021-W30,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,130.1,25613.2,917,15.62,0.44,20.2,stagnant,TRUE
consultations,2021-W30,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,70.6,36416.6,1444,2.75,0.07,11,falling,TRUE
consultations,2021-W30,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,34.4,16112.6,836,6.21,0.12,5.3,falling,TRUE
consultations,2021-W30,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W31,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,794.4,231061.2,7884,9.09,0.27,100,stagnant,TRUE
consultations,2021-W31,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,62,30054.8,1121,3.33,0.09,6.7,falling,TRUE
consultations,2021-W31,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,73.3,59434.9,1873,5.05,0.16,8,falling,TRUE
consultations,2021-W31,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,30.8,47860.2,1638,2.09,0.06,3.3,falling,TRUE
consultations,2021-W31,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,83.5,29946.1,885,10.02,0.34,9.1,falling,TRUE
consultations,2021-W31,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,606.1,46596.3,1558,23.61,0.71,65.9,stagnant,TRUE
consultations,2021-W31,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,64.5,17169,809,11.65,0.25,7,stagnant,TRUE
consultations,2021-W31,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W32,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1963.6,204678.6,9154,22.47,0.5,100,rising,TRUE
consultations,2021-W32,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,264,28208,1388,14.18,0.29,12,rising,TRUE
consultations,2021-W32,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,107.7,53919.5,2349,7.42,0.17,4.9,stagnant,TRUE
consultations,2021-W32,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,77.3,38116.2,1700,5.25,0.12,3.5,stagnant,TRUE
consultations,2021-W32,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,269.9,27778.7,1077,32.4,0.84,12.2,rising,TRUE
consultations,2021-W32,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1218.3,46351.1,2029,47.46,1.08,55.2,rising,TRUE
consultations,2021-W32,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,268.6,10305.1,611,48.52,0.82,12.2,rising,TRUE
consultations,2021-W32,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W33,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2633,222395.6,11370,30.13,0.59,100,rising,TRUE
consultations,2021-W33,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,195.1,28627,1618,10.48,0.19,7.6,stagnant,TRUE
consultations,2021-W33,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,434.6,53416.7,2690,29.95,0.59,17,rising,TRUE
consultations,2021-W33,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,66.7,44104.5,2203,4.53,0.09,2.6,stagnant,TRUE
consultations,2021-W33,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,435.8,30589.1,1369,52.31,1.17,17,rising,TRUE
consultations,2021-W33,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1207,53164,2658,47.02,0.94,47.1,stagnant,TRUE
consultations,2021-W33,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,221.5,12494.3,832,40.02,0.6,8.6,stagnant,TRUE
consultations,2021-W33,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W34,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3047.2,200740.3,11789,34.87,0.59,100,rising,TRUE
consultations,2021-W34,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,488.7,30481.8,1969,26.25,0.41,15.1,rising,TRUE
consultations,2021-W34,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,275.3,47430.8,2751,18.97,0.33,8.5,stagnant,TRUE
consultations,2021-W34,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,86,34234.4,1940,5.84,0.1,2.7,rising,TRUE
consultations,2021-W34,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,301.4,24878.5,1276,36.18,0.71,9.3,stagnant,TRUE
consultations,2021-W34,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1917.8,50866.3,2871,74.71,1.32,59.2,rising,TRUE
consultations,2021-W34,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,172.3,12848.4,982,31.13,0.41,5.3,falling,TRUE
consultations,2021-W34,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W35,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2782.4,194693.3,11624,31.84,0.53,100,stagnant,TRUE
consultations,2021-W35,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,386.3,28921.2,1905,20.75,0.31,13.8,stagnant,TRUE
consultations,2021-W35,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,242.5,41882.6,2459,16.71,0.28,8.7,falling,TRUE
consultations,2021-W35,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,38.6,38113.9,2196,2.62,0.05,1.4,falling,TRUE
consultations,2021-W35,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,703.2,26067.4,1358,84.4,1.62,25.1,rising,TRUE
consultations,2021-W35,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1348.7,45680,2612,52.54,0.92,48.2,stagnant,TRUE
consultations,2021-W35,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,78.9,14028.2,1094,14.26,0.18,2.8,falling,TRUE
consultations,2021-W35,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W36,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3660.7,198119.4,11645,41.89,0.71,100,rising,TRUE
consultations,2021-W36,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,179.5,31120.2,1996,9.64,0.15,4.7,falling,TRUE
consultations,2021-W36,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,432.1,43657.6,2518,29.78,0.52,11.3,rising,TRUE
consultations,2021-W36,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,117.6,37556.7,2109,7.99,0.14,3.1,rising,TRUE
consultations,2021-W36,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,795.9,16749.2,851,95.53,1.88,20.7,rising,TRUE
consultations,2021-W36,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,2246.6,52559.2,2921,87.52,1.57,58.5,rising,TRUE
consultations,2021-W36,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,67.2,16476.5,1250,12.14,0.16,1.8,falling,TRUE
consultations,2021-W36,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W37,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3188.8,213732.5,12988,36.49,0.6,100,stagnant,TRUE
consultations,2021-W37,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,468.2,35783,2384,25.15,0.38,14,rising,TRUE
consultations,2021-W37,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,138.6,52335.1,3141,9.55,0.16,4.1,falling,TRUE
consultations,2021-W37,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,89.2,33021.9,1923,6.06,0.1,2.7,stagnant,TRUE
consultations,2021-W37,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,723.7,26478.1,1395,86.86,1.65,21.6,stagnant,TRUE
consultations,2021-W37,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1763.8,49486.3,2838,68.71,1.2,52.7,stagnant,TRUE
consultations,2021-W37,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,166.5,16628.2,1307,30.07,0.38,5,rising,TRUE
consultations,2021-W37,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W38,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3137.2,211688.1,12685,35.9,0.6,100,stagnant,TRUE
consultations,2021-W38,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,283.7,26242.9,1736,15.24,0.23,9.1,stagnant,TRUE
consultations,2021-W38,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,226.2,51321.8,3055,15.59,0.26,7.3,stagnant,TRUE
consultations,2021-W38,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,197.3,37302.6,2164,13.4,0.23,6.4,rising,TRUE
consultations,2021-W38,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,594.9,28013.1,1471,71.4,1.36,19.2,falling,TRUE
consultations,2021-W38,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1612.8,54110.3,3108,62.83,1.09,52,stagnant,TRUE
consultations,2021-W38,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,188.3,14697.5,1151,34.02,0.43,6.1,rising,TRUE
consultations,2021-W38,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W39,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2839.2,203108.7,12196,32.49,0.54,100,stagnant,TRUE
consultations,2021-W39,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,228.8,32539.8,2146,12.29,0.19,8.2,falling,TRUE
consultations,2021-W39,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,82.4,35231.5,2060,5.68,0.1,3,falling,TRUE
consultations,2021-W39,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,109.7,40254.2,2335,7.45,0.13,3.9,stagnant,TRUE
consultations,2021-W39,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,494.8,28625.2,1503,59.39,1.13,17.8,falling,TRUE
consultations,2021-W39,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1500.7,51312.9,2971,58.46,1.01,53.9,stagnant,TRUE
consultations,2021-W39,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,365.5,15145.2,1181,66.03,0.85,13.1,rising,TRUE
consultations,2021-W39,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W40,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1813.3,197571.8,10698,20.75,0.38,100,falling,TRUE
consultations,2021-W40,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,575.3,32365,1910,30.9,0.52,30.9,rising,TRUE
consultations,2021-W40,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,78.2,37094.9,1947,5.39,0.1,4.2,stagnant,TRUE
consultations,2021-W40,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,108.1,27235.1,1427,7.34,0.14,5.8,stagnant,TRUE
consultations,2021-W40,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,267.7,24895.3,1157,32.13,0.69,14.4,falling,TRUE
consultations,2021-W40,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,835.3,58388.7,3026,32.54,0.63,44.8,falling,TRUE
consultations,2021-W40,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,17592.8,1231,0,0,0,falling,TRUE
consultations,2021-W40,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W41,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2052.7,191585.6,9183,23.49,0.49,100,stagnant,TRUE
consultations,2021-W41,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,157.7,35419,1831,8.47,0.16,6.5,falling,TRUE
consultations,2021-W41,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,141.6,51236.7,2369,9.76,0.21,5.8,rising,TRUE
consultations,2021-W41,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,174,33852.9,1553,11.82,0.26,7.1,rising,TRUE
consultations,2021-W41,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,1092.4,13728.9,552,131.11,3.26,44.8,rising,TRUE
consultations,2021-W41,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,776.8,39660.3,1792,30.26,0.67,31.9,stagnant,TRUE
consultations,2021-W41,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,93.9,17687.7,1086,16.96,0.28,3.9,stagnant,TRUE
consultations,2021-W41,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W42,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2186.4,203846.3,11198,25.02,0.46,100,stagnant,TRUE
consultations,2021-W42,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,62.7,29632.1,1790,3.37,0.06,2.7,falling,TRUE
consultations,2021-W42,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,370.9,46950.4,2541,25.56,0.47,16,rising,TRUE
consultations,2021-W42,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,69.9,42143.2,2233,4.75,0.09,3,falling,TRUE
consultations,2021-W42,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,268.6,27912.2,1335,32.24,0.67,11.6,stagnant,TRUE
